0,0,0,0,0,0,0,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,23,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,23,16,1,47,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,19,47,3,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,27,0,0,0,29,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,19,47,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,16,20,0,0,0,0,0,0,0,0
23,16,16,16,16,1,47,17,0,23,16,16,16,16,16,16,16,16,16,20,0,0,0,23,16,16,16,16,16,16,16,16,16,16,16,20,0,19,47,2,16,16,16,16,16,16,16,20
19,47,47,47,47,47,47,17,0,22,18,18,18,18,18,18,18,18,4,17,0,0,0,19,47,3,18,18,18,18,18,18,18,18,18,21,0,22,4,47,47,47,47,47,47,47,47,17
19,47,47,47,47,47,47,17,0,0,0,0,0,0,0,0,0,0,19,2,16,16,16,1,3,21,0,0,0,0,0,0,0,0,0,0,0,0,19,47,47,47,47,47,47,47,47,17
19,47,47,47,47,47,47,2,16,16,16,16,16,16,16,16,20,0,19,47,47,47,47,3,21,0,0,23,16,16,16,16,16,16,16,16,16,16,1,47,47,47,47,47,47,47,47,17
19,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,17,0,19,47,47,47,3,21,0,0,23,1,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,17
19,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,17,0,19,47,47,3,21,0,0,23,1,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,17
19,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,17,0,22,18,18,21,0,0,23,1,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,17
19,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,17,0,0,0,0,0,0,23,1,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,17
19,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,2,16,16,16,16,16,16,1,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,17
19,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,17
19,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,17
19,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,17
22,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,21
